LexGram	Gloss1	Gloss2	GramCat	VarPron	GramStr	SemF	Syn	Samples	Comm	NSC	Coll	Lang1	Lang2	Date	Rec	Doc	Nbk	Strg	Date added
kʰli	boat (general)		noun			transportation				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 49	Hard Drive	Fall 2012
kʰli	fold		verb							MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 61	Hard Drive	Fall 2012
kʰli sɛ	boat (motor)		noun			transportation				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 49	Hard Drive	Fall 2012
kʰli wa	canoe		noun			transportation				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 49	Hard Drive	Fall 2012
kʰwa	cup		noun			house		tʰi kʰi kʰwa "two cups of water"	can act as classifier	MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 61	Hard Drive	Fall 2012
kʰwi	nine	9	numeral			numbers				MTS	TTS	KSW		11/15/2012	ThurNov15of 2012OfficeTrent.mp3		Book 1, Page 64	Hard Drive	Fall 2012
klɔ	cow		noun			animals		jə ʧɔ tə le jə ʧɔ tə klɔ 'I trade a chicken for a cow'		MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 29	Hard Drive	Fall 2012
klɔ lʌ	cut (branches?)		verb							MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 62	Hard Drive	Fall 2012
klo	gun		noun			war				MTS	TTS	KSW		11/1/2012			Book 1, Page 58	Hard Drive	Fall 2012
ko lɔ	cut (tree?)		verb							MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 62	Hard Drive	Fall 2012
ko pʰlə	hat		noun			clothing				MTS/ETP	TTS	KSW		9/12/2012	WedSept12of2012Classroom.mp3		Book 1, Page 17	Hard Drive	Fall 2012
ko θa θi	head		noun			body				MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 44	Hard Drive	Fall 2012
ku klɪ sə	try		verb							MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 54	Hard Drive	Fall 2012
kwi	throw		verb							MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 60	Hard Drive	Fall 2012
la	green (blue?)		adjective			color		ʧe ka ʔə la "green shirt"		MTS/ETP	TTS	KSW		9/12/2012	WedSept12of2012Classroom.mp3		Book 1, Page 16	Hard Drive	Fall 2012
la	grey		adjective			color		sʰe ka ʔə la 'grey shirt'		MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 20	Hard Drive	Fall 2012
la hi	blue		adjective			color		ʧe ka la hi "blue shirt"		MTS/ETP	TTS	KSW		9/12/2012	WedSept12of2012Classroom.mp3		Book 1, Page 16	Hard Drive	Fall 2012
la po	purple		adjective			color		sʰe ka ʔə la po 'purple shirt'		MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 20	Hard Drive	Fall 2012
le ha	trip		noun						difference between this and ta ha unclear	MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 53	Hard Drive	Fall 2012
lə mə ha ni	yesterday		adverb			time				MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 10	Hard Drive	Fall 2012
le mɛʔu	train		noun			transportation				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 49	Hard Drive	Fall 2012
lə θu	dry (person)		adjective							MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 50	Hard Drive	Fall 2012
lɤ								mu ko pʰɔ lɤ "it is snowing"	unsure on vowel and on exact function	MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 61	Hard Drive	Fall 2012
li jo	bicycle		noun			transportation				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 49	Hard Drive	Fall 2012
luʔi	four	4	numeral			numbers				MTS	TTS	KSW		11/15/2012	ThurNov15of 2012OfficeTrent.mp3		Book 1, Page 64	Hard Drive	Fall 2012
ma	do/make		verb					jə ma kəʃɔ sɔ nɔ ko "I (make) clean the table"		MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 52	Hard Drive	Fall 2012
ma	wife		noun			people				MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 9	Hard Drive	Fall 2012
ma θi	kill		verb							MTS	TTS	KSW		11/1/2012			Book 1, Page 58	Hard Drive	Fall 2012
me	rice (cooked)		noun			food				MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 52	Hard Drive	Fall 2012
me	sand		noun							MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 61	Hard Drive	Fall 2012
mə θə mi	ocean		noun			locations				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 50	Hard Drive	Fall 2012
meʔu	fire		noun							MTS	TTS	KSW		10/25/2012	ThursOct25of2012at12pm.mp3		Book 1, Page 56	Hard Drive	Fall 2012
mɛʔu pə lu	smoke		noun							MTS	TTS	KSW		10/25/2012	ThursOct25of2012at12pm.mp3		Book 1, Page 56	Hard Drive	Fall 2012
mo	mother		noun			people		jə ɛ jə mo "I love my mother"		MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 52	Hard Drive	Fall 2012
mu ko	sky		noun			nature				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 51	Hard Drive	Fall 2012
mu ko pʰɔ	snow		noun			nature				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 51	Hard Drive	Fall 2012
mu ko su	rain		noun			nature				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 51	Hard Drive	Fall 2012
mu ʧa	money		noun			money				MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 28	Hard Drive	Fall 2012
na mu	kiss		verb							MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 53	Hard Drive	Fall 2012
nɔ	drive		verb			transportation				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 49	Hard Drive	Fall 2012
nə	you (s.)		pronoun							MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 9	Hard Drive	Fall 2012
nə	your (s.)		pronoun, possessive						vowel may not quite be schwa	MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 8	Hard Drive	Fall 2012
no	lake		noun			nature				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 50	Hard Drive	Fall 2012
no	lake		noun			nature				MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 44	Hard Drive	Fall 2012
no ku	body		noun			body				MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 44	Hard Drive	Fall 2012
noko	body		noun			body				MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 52	Hard Drive	Fall 2012
nuʔi	seven	7	numeral			numbers				MTS	TTS	KSW		11/15/2012	ThurNov15of 2012OfficeTrent.mp3		Book 1, Page 64	Hard Drive	Fall 2012
pa mo	bread		noun			food				MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 44	Hard Drive	Fall 2012
pa tʰi	uncle		noun			people				MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 9	Hard Drive	Fall 2012
pa θa ʔa tu kə tə	favorite		adjective						very likely multiple morphemes	MTS	TTS	KSW		10/25/2012	ThursOct25of2012at12pm.mp3		Book 1, Page 57	Hard Drive	Fall 2012
paja	pink		adjective			color		sʰe ka ʔə paja 'pink shirt'		MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 20	Hard Drive	Fall 2012
pɔ tʰi	swim		verb						first part likely verbalizes, second part is 'water'	MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 50	Hard Drive	Fall 2012
pɔ tʰi	swimming		gerund							MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 54	Hard Drive	Fall 2012
pə	we		pronoun							MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 9	Hard Drive	Fall 2012
pʰa ʧa	ashes		noun							MTS	TTS	KSW		10/25/2012	ThursOct25of2012at12pm.mp3		Book 1, Page 56	Hard Drive	Fall 2012
pʰɔ	CLASSIFIER	used with blossoms	classifier					pʰɔ kʰi pʰɔ "two flowers"		MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 61	Hard Drive	Fall 2012
pʰɔ	poor		adjective			money				MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 29	Hard Drive	Fall 2012
pʰlɔ kʰi kɔ tɔ	pants		noun			clothing				MTS/ETP	TTS	KSW		9/12/2012	WedSept12of2012Classroom.mp3		Book 1, Page 16	Hard Drive	Fall 2012
pʰlɔ ki	pants		noun			clothing				MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 21	Hard Drive	Fall 2012
pʰo	small		adjective							MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 63	Hard Drive	Fall 2012
pʰo	small		adjective					ʧe ka pʰo 'small shirt'		MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 22	Hard Drive	Fall 2012
pʰo hu	hug		verb			emotions				MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 53	Hard Drive	Fall 2012
plɔ	times		classifier					mu kʰo pʰɔ lɤ kʰi plɔ "it snows two times"		MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 61	Hard Drive	Fall 2012
pli	rope		noun						tonal contrast with 'tongue'	MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 43	Hard Drive	Fall 2012
pli	tongue		noun			body			tonal contrast with 'rope'	MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 43	Hard Drive	Fall 2012
po kwa	child		noun			people				MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 9	Hard Drive	Fall 2012
po kwa	son		noun			people				MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 9	Hard Drive	Fall 2012
po le	sea		noun			locations,nature				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 50	Hard Drive	Fall 2012
po mu	woman		noun			people				MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 43	Hard Drive	Fall 2012
pu	feed		verb			food		jə pu ɣu "I feed a snake"		MTS	TTS	KSW		11/1/2012			Book 1, Page 59	Hard Drive	Fall 2012
puwe	feed		verb			food				MTS	TTS	KSW		11/1/2012			Book 1, Page 59	Hard Drive	Fall 2012
sɔ	brother (older?)		noun			people			contrasts with chicken in first syllable and perhaps tone	MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 43	Hard Drive	Fall 2012
sɔ nɔ ko	table		noun			house			nɔ ko from same root as body?	MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 52	Hard Drive	Fall 2012
sə kə	skirt		noun			clothing				MTS	TTS	KSW		9/12/2012	WedSept12of2012Classroom.mp3		Book 1, Page 17	Hard Drive	Fall 2012
sə tɔ	tie (shoes)		verb			clothing				MTS/ETP	TTS	KSW		9/12/2012	WedSept12of2012Classroom.mp3		Book 1, Page 17	Hard Drive	Fall 2012
sʰa pʰo ka pʰo	animal		noun			animals			literally "small star small country"	MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 63	Hard Drive	Fall 2012
sʰe	money	'silver'	noun			money				MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 30	Hard Drive	Fall 2012
si	ten	10	numeral			numbers		tə si "one ten"		MTS	TTS	KSW		11/15/2012	ThurNov15of 2012OfficeTrent.mp3		Book 1, Page 64	Hard Drive	Fall 2012
su	drop		noun							MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 51	Hard Drive	Fall 2012
ʧa	sell		verb			money				MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 30	Hard Drive	Fall 2012
ʧa	sew		verb						may tonally contrast w/ something else	MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 21	Hard Drive	Fall 2012
ʧa	star		noun			nature				MTS	TTS	KSW		10/25/2012	ThursOct25of2012at12pm.mp3		Book 1, Page 57	Hard Drive	Fall 2012
ta e tɔ	girl/boyfriend		noun			people			e may be from love. firs and last consonants may be same	MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 52	Hard Drive	Fall 2012
ta ha	trip		noun						difference between this and le ha unclear	MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 53	Hard Drive	Fall 2012
ta lo θa	fight		verb			war				MTS	TTS	KSW		11/1/2012			Book 1, Page 58	Hard Drive	Fall 2012
ta lu	hill		noun			locations,nature				MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 43	Hard Drive	Fall 2012
ta nu tʰi	milk		noun			food				MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 43	Hard Drive	Fall 2012
ta sʰa ta pwi ʔa lɔ	store		noun			locations			contains morphemes for 'buy' and 'sell'	MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 30	Hard Drive	Fall 2012
ta tu	many		adjective					meʔu ta tu "many fires"		MTS	TTS	KSW		10/25/2012	ThursOct25of2012at12pm.mp3		Book 1, Page 56	Hard Drive	Fall 2012
ta tu	war		noun			war			similar in form to "many," likely different tones or stops	MTS	TTS	KSW		11/1/2012			Book 1, Page 58	Hard Drive	Fall 2012
tata mimi	something		noun							MTS	TTS	KSW		11/1/2012			Book 1, Page 59	Hard Drive	Fall 2012
ʧɔ	chicken		noun			food,animals,farming		jə ʧɔ tə le jə ʧɔ tə klɔ 'I trade a chicken for a cow'		MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 29	Hard Drive	Fall 2012
ʧɔ kə sɔ	turkey		noun			food,animals				MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 62	Hard Drive	Fall 2012
ʧɔ tə le	trade/exchange		verb			money		jə ʧɔ tə le 'I trade'	First syllable/possible morph differs by tone from 'chicken'	MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 28	Hard Drive	Fall 2012
tə	one	1	numeral			numbers				MTS	TTS	KSW		11/15/2012	ThurNov15of 2012OfficeTrent.mp3		Book 1, Page 63	Hard Drive	Fall 2012
ʧe	(farm) land		noun			nature				MTS	TTS	KSW		10/25/2012	ThursOct25of2012at12pm.mp3		Book 1, Page 57	Hard Drive	Fall 2012
ʧe ka	shirt		noun	sʰe ka		clothing			uncertain of vowel in ʧe, may be 'i'	MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 20	Hard Drive	Fall 2012
ʧe ka pʰa tɔ	dress (clothing)		noun			clothing				MTS/ETP	TTS	KSW		9/12/2012	WedSept12of2012Classroom.mp3		Book 1, Page 17	Hard Drive	Fall 2012
ʧe kʰa kə lə	jacket		noun	sʰe kʰa kə lə		clothing				MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 21	Hard Drive	Fall 2012
ʧe kʰa lu be	fabric (?)		noun						very unsure of meaning	MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 21	Hard Drive	Fall 2012
tə ku lə kui	toy		noun			entertainment				MTS	TTS	KSW		11/1/2012			Book 1, Page 58	Hard Drive	Fall 2012
ʧe ku ʧe ka	clothes		noun			clothing				MTS	TTS	KSW		9/12/2012	WedSept12of2012Classroom.mp3		Book 1, Page 16	Hard Drive	Fall 2012
tə ni ɲa ʔi	today		noun			time				MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 10	Hard Drive	Fall 2012
tə wa	half	1/2	numeral			numbers				MTS	TTS	KSW		11/15/2012	ThurNov15of 2012OfficeTrent.mp3		Book 1, Page 70	Hard Drive	Fall 2012
tʰa	needle		noun							MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 21	Hard Drive	Fall 2012
tʰa ʧa ɾa	needle		noun							MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 44	Hard Drive	Fall 2012
tʰi	see		verb						tone different than "water"	MTS	TTS	KSW		11/8/2012	ThuNov8of2012at12pm.mp3		Book 1, Page 61	Hard Drive	Fall 2012
tʰi kə lə	well	spring	noun							MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 51	Hard Drive	Fall 2012
tʰi kʰli	ice		noun						first part is 'water,' second something like 'solid'	MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 50	Hard Drive	Fall 2012
tʰi kʰli ko lo	ice cube		noun							MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 50	Hard Drive	Fall 2012
tʰi klo	river		noun			nature				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 50	Hard Drive	Fall 2012
tʰi lo ʃu	water fountain		noun			food,nature				MTS	TTS	KSW		10/4/2012	ThurOct4of2012OfficeJessicaTrent.mp3		Book 1, Page 51	Hard Drive	Fall 2012
tʰu	gold		noun			money				MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 30	Hard Drive	Fall 2012
tʰu tɔ	rich		adjective			money				MTS	TTS	KSW		9/20/2012	ThuSept20of2012MsTriSaTrentJessica.mp3		Book 1, Page 29	Hard Drive	Fall 2012
ʧi	run		verb							MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 43	Hard Drive	Fall 2012
ti ko	country		noun			locations,government			without recording, ambiguity must remain.  apologies	MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 44	Hard Drive	Fall 2012
ti θə kʰo	friend		noun			people				MTS	TTS	KSW		10/11/2012	ThurOct11of2012at12pm.mp3		Book 1, Page 52	Hard Drive	Fall 2012
to	big		adjective					ʧe ka ʔa wɛʔi pa to 'big shirt'		MTS	TTS	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaTrent.mp3		Book 1, Page 22	Hard Drive	Fall 2012
ʧo	school		noun			locations,work			consonant is VERY strange	MTS	TTS	KSW		9/27/2012	ThuSept27Office12pm.mp3		Book 1, Page 43	Hard Drive	Fall 2012
to pu ʔə mu	sister		noun			people			probably more than one morph	MTS	TTS	KSW		9/6/2012	Session2OfficeMsTriSaPart2.mp3		Book 1, Page 9	Hard Drive	Fall 2012
ʧu	wash (clothes)		verb					jə ʧu ʧe ka "I wash clothes (shirt?)"		MTS/ETP	TTS	KSW		9/12/2012	WedSept12of2012Classroom.mp3		Book 1, Page 17	Hard Drive	Fall 2012
